FrontText,BackText,Comment,FrontTextLanguage,BackTextLanguage
Donnerstag,"木曜, 木, 木曜日",,de-DE,ja-JP
sofort,"直(ち)に, 即席の, 急に, 瞬く間, 寸時に, ひたと, 大至急に, たちまち, 間髪を入れず, 今のうち, ただ今, ただ今, 即, 矢庭に, てき面に, ふと, 即刻, 即席に, 寸時も早く, とっとと, 速い, 一も二も無く, けろり, 即行, いち早く, 直に, おいそれと, すぐ, 早速, すぐさま, 今直ぐに, そば, 一目で, 今直ぐ, 次第, すぐに, その場で, 間も無く, てき面の, 即時, 速攻, 取りあえず, 瞬く間に, 即座に, 早々に, 透(か)さず, 即時に, 直様, 時を移さず, 差(し)向(き), 言下に, けろりと, 速やかに, 直, 瞬く間, 間髪入れず, あうさわに, {昨日}の{今日}, 時を置かず, 瞬く内, 秒で, 間髪, 登時",,de-DE,ja-JP
Nacht,"さ夜, 暮夜, 夜, 夜分, 晩, 暗黒, 夜, ナイト, 夜間, 晩刻",,de-DE,ja-JP
Stand,"出店, 立(て)場, 具合, 立場, 身分, 分限, 情勢, 刻(み), 刻(み), 〈如何〉, 〈如何〉, ブース, 格, 階級, スタンド, 分限, 町, 分際, 足場, 露店, 際, 地位, 立位, 立ち, 射撃練習場",,de-DE,ja-JP
Vergleich,"比, 引(き)合(わ)せ, 和議, 参看, 類比, 比較, 折れ合い, 参考, 対照, 比況, 直喩, 比喩, コンパレート, 妥協, 和与, 例(え), 照合, 対比, チェック, 照校, 和解, 折(り)合(い), 和談, 比べ物, 突(き)合(わ)せ, 直喩法, シミリ, 明喩, 比準",,de-DE,ja-JP
in der Regel,"総じて, 通例は, 原則として, 通常は, 大抵, 概して, ふだんは, 通常, 通常, 通例, 通例, 普通は, 大抵の場合",,de-DE,ja-JP
Hand,"手, 役, たなうら, 手付(き), ちょっかい, ハンド, おてて, 手々",,de-DE,ja-JP
aktiv,"活動的, 発信型の, 前向きな, 発動的, 盛んな, 現職の, アクチーフ, アクチーフ, 現役中, 前向きの, 小〈忠実〉な, 積極的な, 能動的な, 盛んに, アクチブ, アクチブ, エネルギッシュに, エネルギッシュ, 活発に, 行動的な, 活動的な, 活性の, アクティヴ, アクティヴ, 活発な, 積極的, アクティブ, アクティブ, 小〈忠実〉, 盛ん, 噴火中の, 進取的な, 行動的, 能動的, 進取的",,de-DE,ja-JP
Internet,"インターネット, ネット, 第四媒体",,de-DE,ja-JP
Jetzt,"現下, 現今, 今, 今, 現在",,de-DE,ja-JP
Dienstag,"火, 火曜, 火曜日",,de-DE,ja-JP
12,十二,,de-DE,ja-JP
groß,"グランド, 大振りの, 大柄な, 大…, 大仕掛けの, 太い, 激しい, グランデ, ビッグ, すらりと, 偉大な, 長身の, 大…, 高い, 巨, でかい, すらっと, 多い, 広々, 雄偉な, 大柄の, 大きな, 厚い, 多大の, 広々した, 英まいな, 背の高い, 仰山, 遠大な, 大きく, 大の, いかい, 多大, おっきい, グレート, 仰山な, 手広い, ぶかぶかの, でかでかと, 図体の大きい, でっかい, 大々, L, えぐい, 広い, 背高の, 大きい, 背高な, 大した, すらり, おっきな, 数多い, 洪, メジャー, メジャー, 長足の, 大形の, 柄が大きい, でかでか, 大いなる, 偉い, 広大な, 高, 多き, 大手の, グレイト, ぶっとい, 丈高し, トール, マッシブ, メイジャー, メイジャー",,de-DE,ja-JP
Sprache,"紅舌, 弁, 言詞, 言辞, 言, ランゲージ, 言(の)葉, 言語, 辞令, 口, 語, 言葉遣(い), 言語, 言葉, 用語, 辞命, 話, 話",,de-DE,ja-JP
Interesse,"興趣, 趣味, 感興, 耳目, 乗(り)気, 利害関係, 気乗(り), おぼしめし, 利益, 視聴, 気, 関心, 痛よう, 艶, インタレスト, インタレスト, 興, 関係, 眼中, インテレスト, インテレスト, 利害, 情景, 曲, インターレスト, インターレスト, 北山, 興味",,de-DE,ja-JP
oben,"上に, 上, 階上, 上方に",,de-DE,ja-JP
gelten,"物を言う, 妥当である",,de-DE,ja-JP
25,二十五,,de-DE,ja-JP
Amt,"係(り), 部署, 役, 公署, 公が, 官司, 任務, 職, 官庁, 署, 任地, 本務, 官署, 庁, が府, 官が, 役所, 局, 公務, 本領, 職掌, 官, 官憲, 椅子, 本分, つかさ, が門, 官かい",,de-DE,ja-JP
Auto,"オートモビル, 自動車, ぶうぶう, ぶうぶう, 車, 車両, カー, ぶーぶー, ぶーぶー, モーター, 車, 車, 輪っぱ",,de-DE,ja-JP
Hälfte,"半数, 半片, 半(ば), 半分, 半分, ハーフ, 半切れ, 中, 4分の2, 傍, 半, 中, 中間地点, 半切(り), 半切れ",,de-DE,ja-JP
Österreich,"オーストリア, オーストリー",,de-DE,ja-JP
dadurch,"これによって, それがため, それによって, こうやって",,de-DE,ja-JP
Trainer,"指導者, コーチ, 指導員, コーチャー, 調教師, 指南役, 教導係, 監督, トレーナー, 訓練者, トレーニング･コーチ",,de-DE,ja-JP
Nähe,"近回り, 近場, 近辺, 膝下, 居回り, 近く, 近く, 隣近所, 間近さ, 辺り, 地方, 近隣, 比隣, 周(り), 隣(り), 密接, 近間, 下, そば, 回り, 足下, 辺, 端, 手近, 横隣り, 付近, 近傍, ほとり, 間近, 近接性, ネイバーフッド, 近方",,de-DE,ja-JP
weiß,"白色の, ホワイトな, 青ざめた, 白い, 白々, ホワイトの, 生っ白い, こうこうたる, こうこう, ビアンコ",,de-DE,ja-JP
Sicherheit,"確実, 保障, 安穏, 担保物件, セキュリティー, 安全保障, 保安, 無事, 安全性, 抵当, 確実さ, セキュリティ, 安泰, 不惑, 安穏, 裏付け, 泰安, 千人力, 安全, 安固, 付加抵当, セーフティー, 確(か), 滑り止め, セイフティ, 鉄板, 鉄板, 落(ち)着き, 安否, 形, 受(け)合い, 安保, 確実性, 安危, 抵当物, 担保, 担保物, 心丈夫, 保証, セーフティ, 引(き)当(て), 無難, 安泰さ, 安全さ, アシュアランス, アシュアランス",,de-DE,ja-JP
Recht,"利権, ことわり, 法律, 法, 権利, 順, 正しさ, 道理, 公道",,de-DE,ja-JP
Köln,"ケルン, コローニュ",,de-DE,ja-JP
Bitte,"申(し)越(し), 所願, 乞(い), 求め, 要請, 祈願, 願い事, リクエスト, 請求, 依頼, 依, りん請, 請託, 召(し), 願(い), 申請, 頼(み), お願い, 要望, 委嘱, 願い出, 求願, 願求, 頼み事, リク",,de-DE,ja-JP
Wohnung,"住家, ドエル, 宿り, お住(ま)い, うち, フラット, 宅, 住居, 宿所, 自宅, 家宅, レジデンス, ドウェル, ドゥエリング, 居住, 住宅, 家, ドウェリング, 家処, ドエリング, 家居, 家庭, 住(ま)い, 住, アパート, 住(み)家, お内, お内, ハビテーション",,de-DE,ja-JP
Aufgabe,"題目, 棄権, 使命, 諦め, 屈伏, 遺棄, 往生, 係(り), 任, 邯鄲の歩み, 部署, 役, 命題, ギブ･アップ, 放てき, 任務, リタイア, 放棄, 課題, 題, 職分, 委棄, 課業, 投了, 万歳, 万歳, 役儀, 受(け)持(ち), 問題, 降伏, 見切(り), リタイヤ, 割愛, 降参, 役目, 本分, アサインメント, つかさ",,de-DE,ja-JP
Krieg,"兵火, 風じん, 兵火, 干か, 弓馬, ウオー, 戦火, 軍立(ち), 兵馬, 戦役, 戦雲, 戦(い), 戦, 軍旅, 役, 弓矢, 戦争, 兵, 金革, じゅう馬",,de-DE,ja-JP
Buch,"書籍, ブック, 竹はく, 著書, 述作, 第三胃, 書史, 図書, 単行本, 書巻, 冊子, 書, 一本, 冊子体, ちょう, ちょう, へんちつ, 文, 本, じょう, じょう, 著作, 巻, 書籍",,de-DE,ja-JP
Forschung,"探究, 学究, 研究, リサーチ",,de-DE,ja-JP
bald,"もう, 少したって, 今般, 追っ付け, 日ならず, 近く, 近く, この度, 近い, 追(っ)掛(け), 近々, いずれ, いくばくもなく, そのうち, やがて, そのうちに, 程無く, こたび, 直に, 日ならずして, 不日, もう少しで, 今度, 遠からず, 近々, もうすぐに, 今暫く, そろそろ, 間も無く, しばらくしてから, 近日, いずれは, この程, 今回, いつかそのうち, 近いうちに, 直, 今に, 近日中, 今程",,de-DE,ja-JP
Verfahren,"手続(き), 操作, 手順, 方法, 仕打(ち), 法式, 手口, ケース, すべ, 取(り)計(ら)い, 操作手順, 仕様",,de-DE,ja-JP
lediglich,僅々,,de-DE,ja-JP
darunter,"中には, そのうち, そのうちに, このうち",,de-DE,ja-JP
Ergebnis,"所産, 所見, ボトム･ライン, 結末, 産物, 帰結, 出来映(え), 結果, 決着, 後先, 集大成, 実績, 落(ち), 功科, 仕上(げ), 帰着, 合否, 出来具合, 業績, 成果, 後, 落(と)し子, 効果, 実, 答(え), 果, 成績, かい, 価, 仕儀, イフェクト, 帰すう, 出来, カウント, 首尾, コロラリー, アウトカム",,de-DE,ja-JP
Reihe,"列, 列, 系列, 級数, シリーズ, 一連, 順, 番, 連, 並(び), 直列, ライン, 順番, キュー, 連なり, 連続物, ファイル",,de-DE,ja-JP
zufolge,因って,,de-DE,ja-JP
Gebiet,"範囲, 方面, 方面, 場, 地区, 一帯, 部門, 境域, ゾーン, 裾野, 域, 地方, 領分, 圏, 島, エリア, 所, 地帯, ディビジョン, 方, その道, 領域, 領域, 野, 分野, 地域, リージョン, 地界, 区, 国土, ライン, 領野",,de-DE,ja-JP
Name,"芳名, 人名, 高名, 名称, 称呼, 名目, 名, 名目, 銘, 称, こ券, ネーム, 二字, 呼(び)声, 名義, 名前, 名",,de-DE,ja-JP
Leistungen,行実,,de-DE,ja-JP
trotz,"いえども, それにもかかわらず, …すると言えども, …のに, …といえども, 癖に, 物かは, にもかかわらず, にもかかわらず, …だのに, …に向かって, 押して, かかわらず, とは言え, ばってん, …なのに, 物ともせず",,de-DE,ja-JP
lernen,"習う, 習得する, 学び知る, 修学する, 学習する, 覚え込む, 勉強する, 物にする, 覚える, 習い覚える, 学修する, 勉学する, 教わる, 修める, 学ぶ, 伝習する, 学問をする, 知る",,de-DE,ja-JP
Wert,"値, 有(り)難味, メリット, 価値, 値打(ち), 取(り)柄, 格, 有価, 取(り)得, 価格, プライス, 価値, バリュー, かい, ヴァリュー, 価, 価, 重点, やりがい, 価, 価額, 取(り)所, 尊さ",,de-DE,ja-JP
verletzt,"負傷中, 傷のついた, 傷を受けた, けがをした, じいんと, 手負いの, じんと",,de-DE,ja-JP
weltweit,"洋の東西を問わず, 世界中, 世界中の, 世界的, 世界中に, グローバルな, 世界的な, グローバル, 世界規模の, 世界各地で, 全世界的, 世界的に, ワールドワイド",,de-DE,ja-JP
Präsident,"総裁, 総統, 議長, 会頭, プレジデント, 大統領, 主宰者, 総長, 座長, 会長, 総理, 院長, チェア･マン, 最高責任者",,de-DE,ja-JP
Länder,国々,,de-DE,ja-JP
Grundlage,"所依, 骨法, 基盤, 素地, 大根, 本, 本, 根拠, ファンデーション, 基礎, 土台, 土台, 素材, 下地, 下地, 大綱, 種, 根元, 根幹, 礎, より所, 大本, 規模, 素地, 基本, キー･ストーン, 基, 根底, 基準, 基底, 基, 基, 根本, 拠, ベーシック, 大綱, ファウンデーション, 大本, 地, ファンデ, 柱礎, 原基, 基根",,de-DE,ja-JP
jedes,"万事, 各個, 各, 万端, 万般の, 万般, 万有, 各…, 〈何方〉も",,de-DE,ja-JP
richtig,"しかるべく, 端然とした, きっちり, 正しい, いい加減, いい加減, 間違いのない, 是, 良し, 好都合の, 立派, よい加減, よい加減, ちゃんとした, ろくに, 道理にかなった, 端然と, 良い, 至当の, 妥当な, よろしい, よろしい, よろしい, よろしい, 純正な, 至当な, 立派な, 誤りのない, ろくすっぽう, 本式の, 好都合な, 確(か), 程良い, きちんと, 丈夫, いい, 順当, 当然の, はい, きちっと, 正に, ろくろく, 好都合に, 本当の, 適正な, ぴたり, 正当な, 道理のある, 穏当な, なお, なお, 本格的な, 正則な, 正確な, 間違いなく, 当を得た, ろくすっぽ, 本格的, 端然たる, えー, 純正の, ああ, 正則の, 端然, ええ, 宜, 順当な, しかるべし, オルト",,de-DE,ja-JP
Abschluss,"修了, 締めくくり, 段落, 決着, フィニッシュ, まとまり, 迫め, 完了, 開(き), 清算, 締め, 締め, 財務諸表, フィニシュ, 落着, クロージャ, エンド, 結了, 末, 決(ま)り, おしまい, 終結, 完, 切(り)上げ, 成立, 終了, 大切(り), 詰(め), 終(わ)り, 完結, 完成, 仕舞(い), どん詰(ま)り, 閉包, くくり, グラデュエーション",,de-DE,ja-JP
Heute,"現在, 現代",,de-DE,ja-JP
Kilometer,"キロ, キロメートル",,de-DE,ja-JP
Berliner,"ドーナッツ, ベルリン市民, ドーナツ, プロイセン人, ベルリン人",,de-DE,ja-JP
Schutz,"ひ護, 寄(る)辺, 養生, 守(り), えん護, カヴァー, 懐, 防具, 防護材, ちょう, 保護, 介抱, かばい立て, 守護, 当(て), 警防, 防護, 援護, 擁護, 防衛, 守備, ちょう愛, よけ, カバー, 愛護, 救護, 予防, 避難, シェルター, 防圧, セーフ･ガード, 小盾, プロテクト, 安全防護",,de-DE,ja-JP
allein,"一に, 孤独な, さりながら, …だけ, 唯, 単身, 自力で, それとて, ぽっつり, だけども, ぽつん, だが, …しか…ない, だけれど, …だに, それでも, 一つ所, オンリー, 孤独の, 寂しい, ちんと, ぽつねんと, さみしい, ぽつり, ぽつりと, 単独の, 独力の, 寂寥に, だけど, {一人}で, だけれども, 一所, しかし, それなのに, しか, ぽつんと, {一人}の, …きり, 但(し), 単身で, だけしか, やけど, ぽつねん, 孤高な, それだのに",,de-DE,ja-JP
Problem,"考え物, 論, 厄介事, 命題, 難渋, プロブレム, 疑問, 課題, 厄介者, 問(い), 題, 悩み, 難儀, 造作, 〈鰾膠〉, 故障, 問題, 渋難, 困難, 事, けいきょく, 困難さ, グリッチ",,de-DE,ja-JP
dagegen,しかるに,,de-DE,ja-JP
Klasse,"精鋭, 層, 物, 部類分け, 種, 部類, 部門, 刻(み), 刻(み), 等級, 格, 級, 階級, 階級, 組(み), 部, 部, 粋作(り), グレード, 位, クラス, クラス, 町, ルーム, 類, 年, 綱, 族称, 一際, 流, 学級, クラ",,de-DE,ja-JP
Russland,"露国, ロシヤ, 露, ロシア, ロシア連邦",,de-DE,ja-JP
13,十三,,de-DE,ja-JP
Partei,"派, パーティー, 党派, 組(み), 仲間, 当事者, 系統, パルタイ, 閥, 党, 群(れ), パーティ",,de-DE,ja-JP
schaffen,"やってのける, クリエートする, 作(り)出す, 興す, 興す, 働く, 創作する, 作る, 作る, 生(み)出す, 運ぶ, 創造する, のける",,de-DE,ja-JP
gewählt,"奥床しい, 凝った",,de-DE,ja-JP
Hamburg,"ハンブルク, ハンブルグ, ハンバーグ",,de-DE,ja-JP
Wien,"ウインナ, ウイーン, ウィーン, ヴィーン",,de-DE,ja-JP
Verlag,"書店, 出版社, 発刊, 発行所, 出版業, 本屋, 印刷社, 版元, 出版",,de-DE,ja-JP
Thomas,"トマス, トーマス",,de-DE,ja-JP
am Ende,"最終的に, 到頭, 最後に, やぱ, 何と言っても, 仕舞いに, 一番後で, ついに, どうせ, 〈矢張〉(り), 突き当たりの, 到底, やっぱ, ひっきょう, けだし, 結句, 結句, 末は, 末尾に, 矢っ張り, ついには, 結局, 結局, 詮ずる所, 所詮, 末には, やっぱし, 結局のところ, 何たって, 果てに, どうで, 何てったって, 何つっても",,de-DE,ja-JP
wenige,"一二, 僅少な, 小量の, 多少, いくばくもない, 僅少の, 数少ない",,de-DE,ja-JP
Kontakt,"接点, 相接, 連係, 窓口, 連絡, 接触子, コンタクト, 接触, 触(れ)合(い)",,de-DE,ja-JP
inzwischen,"もう, 早, そのうち, これより先, そのうちに, 既にして, とかくするうちに, 今時分は, 今頃はもう, とかく",,de-DE,ja-JP
frei,"空き地の, 自由奔放な, 奔放な, ぶっつけに, 自由気ままに, 型にはまらない, フリーな, 奥底のない, のうのうと, 縦横に, 遠慮なく, 遊離した, 自由気ままな, 心置き無く, 総花的に, フリーの, 自由な, 遠慮のない, 自由自在, 恬淡とした, 開いた, 独力の, 打ち解けた, 隔意のない, 緩(や)かな, 無制限に, 無料の, 打ち解けて, 自在の, 緩(や)か, 自由に, 洒脱な, のうのう, 無制限の, 縦横無尽に, 自在に, 暇な, 隔意なく, 価なしに, 独力で, 空で",,de-DE,ja-JP
